ISO,Country,Subject Descriptor,Subject Notes,Units,Scale,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
IDN,Indonesia,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,7.99,6.9,7.822,8.107,5.258,1.595,9.542,6.795,0.126,10.628,5.303,1.685,-24.418,-29.109,-27.51,-17.518,-16.953,-16.196,-30.633,-30.279,-4.739,-15.064,-18.165,-21.558,-22.109,-24.218,-25.931,2020
IDN,Indonesia,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,4.452,3.954,3.676,3.174,1.881,0.513,2.408,1.445,0.022,1.84,0.702,0.189,-2.657,-3.176,-3.087,-2.035,-1.819,-1.595,-2.938,-2.703,-0.447,-1.3,-1.446,-1.585,-1.516,-1.55,-1.55,2020
IRN,Islamic Republic of Iran,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,12.966,5.682,5.89,3.206,2.514,11.499,21.088,31.27,20.142,8.015,21.321,60.075,21.74,23.136,12.2,1.36,13.236,14.916,26.741,3.754,-4.461,7.941,8.534,8.804,9.482,9.653,10.294,2020
IRN,Islamic Republic of Iran,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,3.575,1.797,4.56,2.111,1.341,5.116,7.943,8.932,4.966,1.936,4.38,10.356,5.542,5.783,2.817,0.353,3.166,3.348,5.857,0.646,-0.702,1.163,1.194,1.19,1.238,1.215,1.248,2020
IRQ,Iraq,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,n/a,0.414,-0.386,-1.683,-8.811,4.35,2.106,-3.01,16.714,-12.865,2.267,20.208,11.027,2.681,6.106,-11.312,-12.537,-9.036,9.727,1.087,-25.525,-0.027,-1.189,-2.88,-4.547,-5.123,-5.736,2020
IRQ,Iraq,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,n/a,2.186,-2.036,-10.652,-24.047,8.688,3.232,-3.388,12.699,-11.522,1.636,10.879,5.058,1.143,2.602,-6.368,-7.475,-4.698,4.484,0.489,-14.83,-0.014,-0.585,-1.328,-1.977,-2.109,-2.222,2020
IRL,Ireland,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,0.615,0.195,0.317,0.81,-0.19,-7.505,-12.43,-17.587,-17.227,-11.022,-2.659,-3.91,-7.629,3.703,2.783,12.823,-12.586,1.648,23.176,-45.237,19.314,33.256,35.324,36.167,36.283,37.211,37.6,2019
IRL,Ireland,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,0.615,0.179,0.247,0.492,-0.098,-3.541,-5.352,-6.507,-6.244,-4.653,-1.194,-1.644,-3.388,1.554,1.075,4.391,-4.207,0.488,5.993,-11.355,4.613,6.977,6.853,6.626,6.334,6.206,5.997,2019
ISR,Israel,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,-1.99,-1.93,-1.082,0.765,2.033,4.36,6.291,5.619,2.211,6.751,7.82,4.273,1.305,8.45,13.062,16.081,11.136,10.213,10.014,12.315,19.737,18.317,17.869,17.457,16.987,16.595,16.387,2020
ISR,Israel,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,-1.499,-1.473,-0.891,0.601,1.497,3.056,4.081,3.138,1.022,3.253,3.342,1.637,0.508,2.887,4.213,5.358,3.495,2.896,2.703,3.12,4.902,4.1,3.791,3.522,3.271,3.057,2.892,2020
ITA,Italy,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,-3.13,1.806,-6.353,-12.417,-8.702,-16.424,-28.773,-30.267,-67.305,-41.424,-70.439,-64.82,-4.816,23.745,41.067,26.109,48.687,50.493,52.231,59.794,68.344,73.632,74.84,75.494,77.307,78.684,80.592,2020
ITA,Italy,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,-0.273,0.155,-0.498,-0.787,-0.482,-0.883,-1.476,-1.367,-2.795,-1.885,-3.295,-2.825,-0.231,1.109,1.899,1.421,2.594,2.575,2.495,2.982,3.626,3.496,3.353,3.288,3.292,3.279,3.288,2020
JAM,Jamaica,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,-0.359,-0.643,-1.033,-0.7,-0.642,-1.073,-1.183,-2.03,-2.794,-1.128,-0.935,-1.965,-1.44,-1.357,-1.114,-0.43,-0.043,-0.396,-0.244,-0.319,-0.108,-0.597,-0.553,-0.529,-0.529,-0.536,-0.523,2019
JAM,Jamaica,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,-3.955,-6.991,-10.628,-7.427,-6.313,-9.549,-9.901,-15.76,-20.33,-9.313,-7.086,-13.634,-9.754,-9.546,-8.037,-3.039,-0.308,-2.687,-1.559,-2.015,-0.773,-4.09,-3.47,-3.108,-2.953,-2.862,-2.67,2019
JPN,Japan,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,130.654,86.186,109.125,139.413,182.051,170.135,174.535,212.138,142.601,145.25,220.985,129.834,59.703,45.944,36.794,136.437,197.922,203.49,176.864,188.056,165.823,195.026,181.029,196.013,206.666,211.217,212.048,2020
JPN,Japan,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,2.63,1.97,2.609,3.085,3.721,3.521,3.793,4.632,2.792,2.746,3.837,2.083,0.952,0.881,0.751,3.069,3.956,4.127,3.511,3.652,3.284,3.626,3.202,3.279,3.349,3.326,3.246,2020
JOR,Jordan,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,0.027,-0.025,0.502,1.199,0.039,-2.272,-1.726,-2.874,-2.055,-1.245,-1.885,-2.96,-4.718,-3.509,-2.612,-3.475,-3.857,-4.399,-2.967,-0.948,-3.511,-3.731,-1.877,-1.514,-1.458,-1.562,-1.553,2019
JOR,Jordan,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,0.315,-0.269,5.078,11.4,0.332,-17.5,-11.117,-16.291,-9.075,-5.075,-6.946,-10.026,-14.892,-10.169,-7.079,-8.993,-9.656,-10.609,-6.9,-2.127,-8.074,-8.296,-3.984,-3.04,-2.765,-2.798,-2.627,2019
KAZ,Kazakhstan,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,0.366,-1.39,-1.024,-0.273,0.335,-1.036,-2,-8.373,6.25,-4.121,1.385,10.199,2.247,1.954,6.114,-6.012,-8.132,-5.101,-0.139,-7.206,-5.866,-1.887,-2.922,-3.889,-5.43,-6.52,-7.09,2019
KAZ,Kazakhstan,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,2.003,-6.272,-4.158,-0.884,0.777,-1.814,-2.469,-7.986,4.684,-3.574,0.936,5.295,1.08,0.826,2.761,-3.26,-5.923,-3.058,-0.077,-3.967,-3.56,-1.005,-1.475,-1.84,-2.427,-2.755,-2.812,2019
KEN,Kenya,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,-0.199,-0.32,-0.118,0.132,-0.132,-0.275,-0.501,-1.058,-1.961,-1.633,-2.37,-3.836,-4.216,-4.842,-6.381,-4.415,-4.036,-5.685,-5.048,-5.552,-4.744,-5.649,-6.099,-6.647,-7.265,-7.857,-8.528,2020
KEN,Kenya,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,-1.41,-2.203,-0.797,0.788,-0.729,-1.311,-1.939,-3.31,-5.462,-4.411,-5.926,-9.206,-8.362,-8.784,-10.369,-6.874,-5.834,-7.206,-5.749,-5.82,-4.778,-5.327,-5.409,-5.496,-5.581,-5.596,-5.624,2019
KIR,Kiribati,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,-0.002,-0.006,-0.009,-0.008,-0.007,-0.029,-0.01,-0.003,-0.005,-0.017,--,-0.017,0.004,-0.01,0.056,0.056,0.019,0.071,0.076,0.087,0.014,0.025,0.027,0.029,0.031,0.033,0.034,2018
KIR,Kiribati,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,-3.65,-9.846,-11.806,-9.292,-7.292,-25.433,-8.774,-1.887,-3.649,-12.33,0.124,-9.515,1.902,-5.456,31.143,32.812,10.77,37.627,38.08,43.909,6.834,10.706,11.203,11.523,11.775,12.143,12.052,2017
KOR,Korea,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,10.181,2.165,4.066,11.308,29.29,12.209,2.095,10.473,1.753,33.088,27.951,16.638,48.791,77.259,83.03,105.119,97.924,75.231,77.467,59.676,75.276,76.617,74.678,80.311,85.383,90.69,94.884,2020
KOR,Korea,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,1.766,0.395,0.649,1.609,3.696,1.306,0.199,0.893,0.167,3.506,2.444,1.327,3.818,5.637,5.593,7.17,6.531,4.635,4.49,3.624,4.616,4.241,3.96,4.081,4.159,4.242,4.273,2020
